token,symbol,name,exch_seg
16716,UBL-BL,UBL,NSE
12485,INDUSINDBK-BL,INDUSINDBK,NSE
15174,TRIL-EQ,TRIL,NSE
12107,HDFCNIFIT-BL,HDFCNIFIT,NSE
21533,SREIBNPNCD-NU,SREIBNPNCD,NSE
1891,661UP31-SG,661UP31,NSE
20423,ANDHRACEMT-BE,ANDHRACEMT,NSE
436,IFGLEXPOR-EQ,IFGLEXPOR,NSE
10355,803AP36-SG,803AP36,NSE
24228,RELAXO-BL,RELAXO,NSE
19347,RHFL-N8,RHFL,NSE
12163,UNIENTER-BL,UNIENTER,NSE
8196,712KA37-SG,712KA37,NSE
7136,772GS2055-GS,772GS2055,NSE
13540,HDFC1204DG-MF,HDFC1204DG,NSE
10394,785PN32-SG,785PN32,NSE
7692,713HR32-SG,713HR32,NSE
20953,RKDL-BL,RKDL,NSE
20416,IOLCP-BL,IOLCP,NSE
1009,68JK35-SG,68JK35,NSE
10227,MANORAMA-EQ,MANORAMA,NSE
13013,S&SPOWER-BL,S&SPOWER,NSE
2693,724KA38-SG,724KA38,NSE
7531,703RJ31-SG,703RJ31,NSE
17868,EHFLNCD-N7,EHFLNCD,NSE
10559,743HP28-SG,743HP28,NSE
13675,NRL-EQ,NRL,NSE
15422,DPSCLTD-BL,DPSCLTD,NSE
20054,IIFCL-N2,IIFCL,NSE
10188,SHYAMCENT-EQ,SHYAMCENT,NSE
7553,NRBBEARING-EQ,NRBBEARING,NSE
21921,656MN30-SG,656MN30,NSE
1593,MGEL-EQ,MGEL,NSE
8546,CHALET-EQ,CHALET,NSE
5538,698HP32-SG,698HP32,NSE
752,524AS24-SG,524AS24,NSE
17836,AHLUCONT-BL,AHLUCONT,NSE
1650,651KA30B-SG,651KA30B,NSE
10825,MOVALUE-EQ,MOVALUE,NSE
1871,665AP41-SG,665AP41,NSE
12685,PREMIER-BL,PREMIER,NSE
4041,JAYAGROGN-EQ,JAYAGROGN,NSE
12247,BASF-BL,BASF,NSE
9345,745AP37-SG,745AP37,NSE
14377,PUNJABCHEM-BL,PUNJABCHEM,NSE
17731,ASTEC-BL,ASTEC,NSE
14230,HDFCBSE500-EQ,HDFCBSE500,NSE
11966,BIKAJI-EQ,BIKAJI,NSE
6317,663HR28-SG,663HR28,NSE
9441,773HR33-SG,773HR33,NSE
12222,ASTRAMICRO-BL,ASTRAMICRO,NSE
2024,664UP31-SG,664UP31,NSE
13766,DUCOL-SM,DUCOL,NSE
22125,719TN30-SG,719TN30,NSE
1902,663WB41-SG,663WB41,NSE
24403,ASHIANA-EQ,ASHIANA,NSE
11935,SPLIL-EQ,SPLIL,NSE
12212,APTECHT-BL,APTECHT,NSE
21406,AVADHSUGAR-EQ,AVADHSUGAR,NSE
20332,CGCL-BL,CGCL,NSE
422,BHARATFORG-EQ,BHARATFORG,NSE
8364,743HR41-SG,743HR41,NSE
2137,695RJ31-SG,695RJ31,NSE
11693,782TN32-SG,782TN32,NSE
9662,L&TFINANCE-NT,L&TFINANCE,NSE
857,DHAMPURSUG-EQ,DHAMPURSUG,NSE
4784,707HR37-SG,707HR37,NSE
8652,VETO-EQ,VETO,NSE
14274,766SK33-SG,766SK33,NSE
12965,ICDSLTD-BL,ICDSLTD,NSE
12942,KEEPLEARN-BL,KEEPLEARN,NSE
10487,RAMRAT-BL,RAMRAT,NSE
4212,UCL-SM,UCL,NSE
2912,RIIL-EQ,RIIL,NSE
15641,L&TFINANCE-Y4,L&TFINANCE,NSE
30128,IBULHSGFIN-BL,IBULHSGFIN,NSE
328,ANGELONE-BL,ANGELONE,NSE
12067,DCM-BL,DCM,NSE
2910,685GA31A-SG,685GA31A,NSE
15168,IRFC-NO,IRFC,NSE
13651,TALBROAUTO-BL,TALBROAUTO,NSE
2457,CENTRUM-BL,CENTRUM,NSE
22266,64KA31-SG,64KA31,NSE
10477,806JK37-SG,806JK37,NSE
12862,AXISBANK-BL,AXISBANK,NSE
22200,699JH30-SG,699JH30,NSE
22374,65TN30-SG,65TN30,NSE
8091,DALBHARAT-BL,DALBHARAT,NSE
12445,HINDOILEXP-BL,HINDOILEXP,NSE
14950,MOTILALOFS-BL,MOTILALOFS,NSE
590,669PN30-SG,669PN30,NSE
14086,IGPL-EQ,IGPL,NSE
5525,599MP26-SG,599MP26,NSE
4413,EC5RD-MF,EC5RD,NSE
270,CHEMCON-EQ,CHEMCON,NSE
3364,677TN31-SG,677TN31,NSE
8351,708MP29-SG,708MP29,NSE
14285,364D220224-TB,364D220224,NSE
20245,OBEROIRLTY-BL,OBEROIRLTY,NSE
14272,765HR33A-SG,765HR33A,NSE
13025,SECL-SM,SECL,NSE
14363,APOLLOPIPE-BL,APOLLOPIPE,NSE
11519,364D121023-TB,364D121023,NSE
12503,JAICORPLTD-BL,JAICORPLTD,NSE
1172,681TR35-SG,681TR35,NSE
17072,UJJIVAN-BL,UJJIVAN,NSE
12502,JAGSNPHARM-BL,JAGSNPHARM,NSE
7390,SUPRIYA-EQ,SUPRIYA,NSE
17884,DBCORP-BL,DBCORP,NSE
9161,DHANILOANS-N7,DHANILOANS,NSE
12141,RSSOFTWARE-BL,RSSOFTWARE,NSE
2665,593RJ25-SG,593RJ25,NSE
18394,RBLBANK-BL,RBLBANK,NSE
10541,767NL32-SG,767NL32,NSE
18970,KAPSTON-BL,KAPSTON,NSE
3292,DEEPINDS-EQ,DEEPINDS,NSE
11932,FUSION-EQ,FUSION,NSE
9797,79AP34-SG,79AP34,NSE
835,538CG25-SG,538CG25,NSE
3259,682RJ31-SG,682RJ31,NSE
14306,FSL-BL,FSL,NSE
7855,723MN32-SG,723MN32,NSE
11052,SIRCA-BL,SIRCA,NSE
2643,PFIZER-EQ,PFIZER,NSE
2147,696RJ41-SG,696RJ41,NSE
9711,771AP32-SG,771AP32,NSE
19235,IMFA-EQ,IMFA,NSE
15234,AMBIKCO-EQ,AMBIKCO,NSE
13726,182D130723-TB,182D130723,NSE
10736,SPORTKING-BL,SPORTKING,NSE
12723,RUCHINFRA-BL,RUCHINFRA,NSE
4294,BDR-IT,BDR,NSE
21395,MAGADSUGAR-BL,MAGADSUGAR,NSE
7058,HESTERBIO-BL,HESTERBIO,NSE
5222,MAFSETF-BL,MAFSETF,NSE
14277,759MP38-SG,759MP38,NSE
20203,URJA-EQ,URJA,NSE
9869,794TN32-SG,794TN32,NSE
17005,FELDVR-BL,FELDVR,NSE
3388,691AP40-SG,691AP40,NSE
16848,LGBFORGE-BL,LGBFORGE,NSE
13637,JMFINANCIL-EQ,JMFINANCIL,NSE
6882,47KA23-SG,47KA23,NSE
1154,SDL24BEES-BL,SDL24BEES,NSE
3807,VINEETLAB-EQ,VINEETLAB,NSE
2666,VERA-SM,VERA,NSE
8130,705MZ29-SG,705MZ29,NSE
12811,TATACHEM-BL,TATACHEM,NSE
12738,364D301123-TB,364D301123,NSE
30986,RECLTD-N7,RECLTD,NSE
12584,MARALOVER-BL,MARALOVER,NSE
5026,682BR28-SG,682BR28,NSE
7798,UNIINFO-BL,UNIINFO,NSE
17468,MAXVIL-EQ,MAXVIL,NSE
5557,688GA31-SG,688GA31,NSE
13925,NFL-EQ,NFL,NSE
19064,MANAPPURAM-BL,MANAPPURAM,NSE
9535,364D180523-TB,364D180523,NSE
24049,UTFIAIPIGI-MF,UTFIAIPIGI,NSE
13491,JKLAKSHMI-EQ,JKLAKSHMI,NSE
10879,SFMP64DD-MF,SFMP64DD,NSE
20781,JAMNAAUTO-BL,JAMNAAUTO,NSE
4887,695PN31-SG,695PN31,NSE
10402,364D200723-TB,364D200723,NSE
9531,763AP30-SG,763AP30,NSE
13684,NRL-BL,NRL,NSE
13753,MANOMAY-EQ,MANOMAY,NSE
21646,728JK30-SG,728JK30,NSE
12794,SUNPHARMA-BL,SUNPHARMA,NSE
13459,KAMDHENU-BL,KAMDHENU,NSE
17950,MELSTAR-BZ,MELSTAR,NSE
6422,MANORG-EQ,MANORG,NSE
12250,BBTC-BL,BBTC,NSE
2395,722AP37-SG,722AP37,NSE
8163,SPENCERS-EQ,SPENCERS,NSE
31471,LYPSAGEMS-BL,LYPSAGEMS,NSE
878,678TS50-SG,678TS50,NSE
5129,PCHFL-N4,PCHFL,NSE
29554,ICICINIFTY-BL,ICICINIFTY,NSE
11303,364D280923-TB,364D280923,NSE
5568,70TS36-SG,70TS36,NSE
7548,712WB36-SG,712WB36,NSE
173,673SK30-SG,673SK30,NSE
1489,REPL-BL,REPL,NSE
29854,GSCLCEMENT-BL,GSCLCEMENT,NSE
278,AUTOAXLES-EQ,AUTOAXLES,NSE
21051,73HP30-SG,73HP30,NSE
17523,RTNPOWER-BL,RTNPOWER,NSE
9039,UFO-EQ,UFO,NSE
12397,GMDCLTD-BL,GMDCLTD,NSE
19800,WELINV-EQ,WELINV,NSE
11250,PERFECT-SM,PERFECT,NSE
628,CESC-EQ,CESC,NSE
1338,SDBL-EQ,SDBL,NSE
12547,KOTARISUG-BL,KOTARISUG,NSE
2998,SUVIDHAA-EQ,SUVIDHAA,NSE
12335,DREDGECORP-BL,DREDGECORP,NSE
13528,GMRINFRA-EQ,GMRINFRA,NSE
30326,ESSENTIA-BL,ESSENTIA,NSE
5900,AXISBANK-EQ,AXISBANK,NSE
18032,MBLINFRA-BL,MBLINFRA,NSE
13557,AVONMORE-EQ,AVONMORE,NSE
3059,EC3DD-MF,EC3DD,NSE
8667,DIL-BL,DIL,NSE
6750,699MP41-SG,699MP41,NSE
22150,715WB35-SG,715WB35,NSE
12742,SCI-BL,SCI,NSE
29880,VIVIDHA-BL,VIVIDHA,NSE
11980,767AS32-SG,767AS32,NSE
15071,RELIGARE-BL,RELIGARE,NSE
4963,ICICIBANK-EQ,ICICIBANK,NSE
4689,EC6DG-MF,EC6DG,NSE
7183,RATEGAIN-BL,RATEGAIN,NSE
8702,735UP34-SG,735UP34,NSE
22031,722AP28-SG,722AP28,NSE
1808,KAJARIACER-EQ,KAJARIACER,NSE
13551,AKASH-BL,AKASH,NSE
20302,PRESTIGE-EQ,PRESTIGE,NSE
7121,768GS2023-GS,768GS2023,NSE
23851,UFIS2QPRR5-MF,UFIS2QPRR5,NSE
12391,GICHSGFIN-BL,GICHSGFIN,NSE
387,SINTERCOM-BL,SINTERCOM,NSE
18391,RBLBANK-EQ,RBLBANK,NSE
12704,RANASUG-BL,RANASUG,NSE
15060,SABTN-BE,SABTN,NSE
14052,GRCL-SM,GRCL,NSE
2740,706CG29-SG,706CG29,NSE
22131,677TN24-SG,677TN24,NSE
12626,NAVNETEDUL-BL,NAVNETEDUL,NSE
4907,ENGINERSIN-EQ,ENGINERSIN,NSE
20858,695HP34-SG,695HP34,NSE
11910,RITEZONE-SM,RITEZONE,NSE
11981,765PN42-SG,765PN42,NSE
21213,730AS29-SG,730AS29,NSE
22002,670OR24-SG,670OR24,NSE
10634,ASAL-EQ,ASAL,NSE
13965,767MP33-SG,767MP33,NSE
7082,MAHKTECH-BL,MAHKTECH,NSE
13764,BBL-BL,BBL,NSE
10555,782AP42-SG,782AP42,NSE
20086,CAREERP-EQ,CAREERP,NSE
1235,GREAVESCOT-EQ,GREAVESCOT,NSE
25002,YAARI-BL,YAARI,NSE
21948,658MP35-SG,658MP35,NSE
12812,TATAELXSI-BL,TATAELXSI,NSE
6385,CCHHL-EQ,CCHHL,NSE
2668,702PN28-SG,702PN28,NSE
12931,SHRIRAMFIN-Z8,SHRIRAMFIN,NSE
8574,724RJ32B-SG,724RJ32B,NSE
2065,689BR28-SG,689BR28,NSE
6197,IIFL-NL,IIFL,NSE
597,IRFC-N9,IRFC,NSE
7219,SBIETFQLTY-BL,SBIETFQLTY,NSE
3703,VIPIND-EQ,VIPIND,NSE
2930,685AS31-SG,685AS31,NSE
1248,666KA32-SG,666KA32,NSE
16845,LGBFORGE-EQ,LGBFORGE,NSE
22127,725TN27-SG,725TN27,NSE
4205,GS200925C-GS,GS200925C,NSE
22059,654RJ30-SG,654RJ30,NSE
22426,TOTAL-BL,TOTAL,NSE
11606,GUFICBIO-EQ,GUFICBIO,NSE
4414,EC5RG-MF,EC5RG,NSE
2048,INDIGOPNTS-EQ,INDIGOPNTS,NSE
13118,74ML27-SG,74ML27,NSE
19271,DFMFOODS-EQ,DFMFOODS,NSE
12307,CONCOR-BL,CONCOR,NSE
13230,GVKPIL-BL,GVKPIL,NSE
2746,716GA31-SG,716GA31,NSE
11316,IBULHSGFIN-YV,IBULHSGFIN,NSE
2810,SGBMR29XII-GB,SGBMR29XII,NSE
22203,739TS59-SG,739TS59,NSE
205,UNIDT-BL,UNIDT,NSE
20072,INFRABEES-EQ,INFRABEES,NSE
6135,DIGJAMLMTD-BL,DIGJAMLMTD,NSE
297,683GJ30-SG,683GJ30,NSE
19588,BSE-BL,BSE,NSE
9362,CAMPUS-EQ,CAMPUS,NSE
12071,UTIRQP35P1-MF,UTIRQP35P1,NSE
2022,663WB31-SG,663WB31,NSE
11944,MCLEODRUSS-BE,MCLEODRUSS,NSE
22371,669TS50-SG,669TS50,NSE
8326,715GA32-SG,715GA32,NSE
9263,ARROWGREEN-BL,ARROWGREEN,NSE
29423,MOHITIND-EQ,MOHITIND,NSE
13226,GVKPIL-EQ,GVKPIL,NSE
6200,IIFL-NM,IIFL,NSE
981,EPL-EQ,EPL,NSE
16657,ANIKINDS-EQ,ANIKINDS,NSE
13562,AVONMORE-BL,AVONMORE,NSE
14468,KIRLFER-BL,KIRLFER,NSE
12909,ZUARIIND-BL,ZUARIIND,NSE
4137,GS100525C-GS,GS100525C,NSE
7928,BYKE-BL,BYKE,NSE
940,PGHL-EQ,PGHL,NSE
1476,IDBI-EQ,IDBI,NSE
14846,VIPCLOTHNG-BL,VIPCLOTHNG,NSE
6607,GENUSPAPER-BL,GENUSPAPER,NSE
12785,STLTECH-BL,STLTECH,NSE
182,678KA32-SG,678KA32,NSE
165,674GA30-SG,674GA30,NSE
14942,NAGREEKCAP-EQ,NAGREEKCAP,NSE
11522,NIITLTD-EQ,NIITLTD,NSE
11485,INCREDFIN-N3,INCREDFIN,NSE
12940,CUBEXTUB-BL,CUBEXTUB,NSE
4410,JAGSNPHARM-EQ,JAGSNPHARM,NSE
7970,ECLFINANCE-NP,ECLFINANCE,NSE
6446,ICICICONSU-EQ,ICICICONSU,NSE
12458,ICICIBANK-BL,ICICIBANK,NSE
15763,L&TFINANCE-Y8,L&TFINANCE,NSE
3808,VINEETLAB-BL,VINEETLAB,NSE
10342,364D130723-TB,364D130723,NSE
12580,MANGALAM-BL,MANGALAM,NSE
21040,641GA30-SG,641GA30,NSE
3565,EQUIPPP-BL,EQUIPPP,NSE
22111,66TN30-SG,66TN30,NSE
19401,BOROLTD-EQ,BOROLTD,NSE
9841,364D080623-TB,364D080623,NSE
9782,783WB32-SG,783WB32,NSE
22030,722AP30-SG,722AP30,NSE
12625,NAVA-BL,NAVA,NSE
5208,ANDREWYU-BL,ANDREWYU,NSE
3772,WILLAMAGOR-EQ,WILLAMAGOR,NSE
1382,673PN40-SG,673PN40,NSE
9518,DHANILOANS-Y3,DHANILOANS,NSE
21252,AXISNIFTY-EQ,AXISNIFTY,NSE
4668,BANKBARODA-EQ,BANKBARODA,NSE
2306,BESTAGRO-EQ,BESTAGRO,NSE
13950,KOTAKLIQ-EQ,KOTAKLIQ,NSE
12659,PATELENG-BL,PATELENG,NSE
9090,PIXTRANS-BL,PIXTRANS,NSE
22226,685WB30A-SG,685WB30A,NSE
18917,PNBHOUSING-BL,PNBHOUSING,NSE
20645,JINDWORLD-BL,JINDWORLD,NSE
21828,TEXRAIL-EQ,TEXRAIL,NSE
17703,ICICIMCAP-BL,ICICIMCAP,NSE
12697,RAJESHEXPO-BL,RAJESHEXPO,NSE
2275,IRISDOREME-EQ,IRISDOREME,NSE
8873,CHOICEIN-BL,CHOICEIN,NSE
993,EVERESTIND-EQ,EVERESTIND,NSE
11287,UPL-EQ,UPL,NSE
10515,UTISENSETF-EQ,UTISENSETF,NSE
958,ESCORTS-EQ,ESCORTS,NSE
48,HAPPSTMNDS-EQ,HAPPSTMNDS,NSE
4752,683MH31-SG,683MH31,NSE
10203,793AP33-SG,793AP33,NSE
16672,BAJAJ-AUTO-BL,BAJAJ-AUTO,NSE
17256,ALBERTDAVD-EQ,ALBERTDAVD,NSE
416,56RJ24-SG,56RJ24,NSE
7777,IBULHSGFIN-YC,IBULHSGFIN,NSE
322,694TS50-SG,694TS50,NSE
7362,SETFNIFBK-BL,SETFNIFBK,NSE
16669,BAJAJ-AUTO-EQ,BAJAJ-AUTO,NSE
167,67GJ30-SG,67GJ30,NSE
21811,SBILIFE-BL,SBILIFE,NSE
12210,APOLLOTYRE-BL,APOLLOTYRE,NSE
7159,689KA33-SG,689KA33,NSE
22100,691UP30-SG,691UP30,NSE
5551,ABMINTLLTD-BE,ABMINTLLTD,NSE
12877,VIPIND-BL,VIPIND,NSE
10201,ICICI-M1,ICICI,NSE
19413,ROSSARI-BL,ROSSARI,NSE
7044,694JK36-SG,694JK36,NSE
7950,PRECISION-SM,PRECISION,NSE
11835,IBULHSGFIN-ZH,IBULHSGFIN,NSE
5697,698WB36-SG,698WB36,NSE
3403,AJOONI-EQ,AJOONI,NSE
9038,JSLL-SM,JSLL,NSE
6749,698WB37-SG,698WB37,NSE
21554,SMSLIFE-BL,SMSLIFE,NSE
15229,LICNFNHGP-EQ,LICNFNHGP,NSE
11610,182D200423-TB,182D200423,NSE
12404,GOKEX-BL,GOKEX,NSE
10531,761GJ32-SG,761GJ32,NSE
10218,792AP42-SG,792AP42,NSE
12360,182D250523-TB,182D250523,NSE
6227,DTIL-EQ,DTIL,NSE
8695,734MN32A-SG,734MN32A,NSE
6484,706JK33-SG,706JK33,NSE
3063,VEDL-EQ,VEDL,NSE
9924,ALANKIT-BL,ALANKIT,NSE
22176,665WB30-SG,665WB30,NSE
5614,GANESHBE-EQ,GANESHBE,NSE
1386,674TS50-SG,674TS50,NSE
12420,AMBUJACEM-BL,AMBUJACEM,NSE
17561,FILDF2GPD-MF,FILDF2GPD,NSE
22112,674TN50-SG,674TN50,NSE
13613,IRCTC-BL,IRCTC,NSE
14522,NHAI-ND,NHAI,NSE
8968,HARIOMPIPE-EQ,HARIOMPIPE,NSE
7199,BBETF0432-BL,BBETF0432,NSE
2513,BCLIND-EQ,BCLIND,NSE
3432,TATACONSUM-EQ,TATACONSUM,NSE
8727,SHAILY-EQ,SHAILY,NSE
6164,BHAGCHEM-EQ,BHAGCHEM,NSE
5471,695TN31B-SG,695TN31B,NSE
5688,ARCHIES-EQ,ARCHIES,NSE
11905,GENUSPOWER-EQ,GENUSPOWER,NSE
14732,DLF-EQ,DLF,NSE
22605,PFS-BL,PFS,NSE
3913,GS020723C-GS,GS020723C,NSE
2716,BUTTERFLY-EQ,BUTTERFLY,NSE
11731,CONSOFINVT-EQ,CONSOFINVT,NSE
11872,GRANULES-EQ,GRANULES,NSE
10470,782SK32-SG,782SK32,NSE
13143,ICICI10GS-EQ,ICICI10GS,NSE
5142,CIGNITITEC-EQ,CIGNITITEC,NSE
5114,SGIL-EQ,SGIL,NSE
5855,IBULHSGFIN-NS,IBULHSGFIN,NSE
18822,ENDURANCE-EQ,ENDURANCE,NSE
14113,756RJ48-SG,756RJ48,NSE
22078,684RJ24-SG,684RJ24,NSE
1727,651KA30C-SG,651KA30C,NSE
15204,ARIES-EQ,ARIES,NSE
8469,MITCON-EQ,MITCON,NSE
12793,SUNFLAG-BL,SUNFLAG,NSE
1185,AMBER-EQ,AMBER,NSE
21946,697MH28-SG,697MH28,NSE
2919,684UK31-SG,684UK31,NSE
7856,724UP32-SG,724UP32,NSE
3379,687MH33-SG,687MH33,NSE
1944,661KA33-SG,661KA33,NSE
5230,698TN31A-SG,698TN31A,NSE
1432,668AP35A-SG,668AP35A,NSE
25577,SHAKTIPUMP-BL,SHAKTIPUMP,NSE
18908,PNBHOUSING-EQ,PNBHOUSING,NSE
12632,NILKAMAL-BL,NILKAMAL,NSE
31413,MTEDUCARE-BE,MTEDUCARE,NSE
12075,GENESYS-BL,GENESYS,NSE
4969,ABSLFTTIRG-MF,ABSLFTTIRG,NSE
12852,UCALFUEL-BL,UCALFUEL,NSE
12507,JAYSREETEA-BL,JAYSREETEA,NSE
22207,694TS60-SG,694TS60,NSE
428,693JH30-SG,693JH30,NSE
12966,SARVESHWAR-BL,SARVESHWAR,NSE
21770,ICICIGI-EQ,ICICIGI,NSE
1491,IFCI-EQ,IFCI,NSE
3922,GS150923C-GS,GS150923C,NSE
21541,JUBLINDS-EQ,JUBLINDS,NSE
2988,SANDESH-EQ,SANDESH,NSE
12592,MCLEODRUSS-BL,MCLEODRUSS,NSE
876,677AP38-SG,677AP38,NSE
662,SIGMA-SM,SIGMA,NSE
22256,NDRAUTO-BL,NDRAUTO,NSE
4529,ICICINXT50-EQ,ICICINXT50,NSE
13241,758HR30-SG,758HR30,NSE
99926022,Nifty MNC,NIFTY MNC,NSE
6320,693GJ31A-SG,693GJ31A,NSE
12577,MAHSEAMLES-BL,MAHSEAMLES,NSE
10551,789HP37-SG,789HP37,NSE
8837,BCG-BL,BCG,NSE
7543,714JK36-SG,714JK36,NSE
29124,PCJEWELLER-EQ,PCJEWELLER,NSE
8178,MANYAVAR-BL,MANYAVAR,NSE
15274,CORDSCABLE-BL,CORDSCABLE,NSE
5012,610GS2031-GS,610GS2031,NSE
11691,784RJ32-SG,784RJ32,NSE
17946,SUVENPHAR-BL,SUVENPHAR,NSE
7982,GRWRHITECH-EQ,GRWRHITECH,NSE
2548,717AS31-SG,717AS31,NSE
5388,MFL-BL,MFL,NSE
7042,883GS2023-GS,883GS2023,NSE
3348,SUNFLAG-EQ,SUNFLAG,NSE
21955,HFCL-BL,HFCL,NSE
20278,750AS30-SG,750AS30,NSE
13258,91D230323-TB,91D230323,NSE
10829,MOVALUE-BL,MOVALUE,NSE
13890,HIRECT-EQ,HIRECT,NSE
17282,BLS-BL,BLS,NSE
12696,RSWM-BL,RSWM,NSE
11671,PRESSMN-EQ,PRESSMN,NSE
2816,RALLIS-EQ,RALLIS,NSE
1086,66UP30-SG,66UP30,NSE
22014,657MZ35-SG,657MZ35,NSE
5417,697TN31B-SG,697TN31B,NSE
10939,JUNIORBEES-EQ,JUNIORBEES,NSE
17892,SREIBNPNCD-YA,SREIBNPNCD,NSE
20181,AKSHARCHEM-BL,AKSHARCHEM,NSE
12506,VINNY-BE,VINNY,NSE
11401,778MZ32-SG,778MZ32,NSE
13995,766TS44-SG,766TS44,NSE
13810,GREENPANEL-EQ,GREENPANEL,NSE
6211,699HR31-SG,699HR31,NSE
9116,INDOAMIN-EQ,INDOAMIN,NSE
12209,APOLLOHOSP-BL,APOLLOHOSP,NSE
99926061,NIFTY SMLCAP 50,NIFTY SMLCAP 50,NSE
11710,182D280423-TB,182D280423,NSE
11413,783TS35-SG,783TS35,NSE
19974,PFC-N2,PFC,NSE
8693,734UP32-SG,734UP32,NSE
13043,BIOCON-BL,BIOCON,NSE
21517,COCHINSHIP-BL,COCHINSHIP,NSE
21749,CAPACITE-EQ,CAPACITE,NSE
9810,AETHER-EQ,AETHER,NSE
13870,KUANTUM-EQ,KUANTUM,NSE
13957,765HR30-SG,765HR30,NSE
250,SGBOCT25-GB,SGBOCT25,NSE
7053,ACCELYA-EQ,ACCELYA,NSE
11949,NHAI-N7,NHAI,NSE
13994,766RJ43-SG,766RJ43,NSE
16708,GOKUL-BL,GOKUL,NSE
15214,DVL-EQ,DVL,NSE
7945,AVANTIFEED-BL,AVANTIFEED,NSE
12317,CUB-BL,CUB,NSE
12461,IDFC-BL,IDFC,NSE
4940,IPL-BL,IPL,NSE
7965,MALLCOM-EQ,MALLCOM,NSE
10822,MOQUALITY-EQ,MOQUALITY,NSE
14286,MAGOLDETF-EQ,MAGOLDETF,NSE
20776,BHAGYANGR-EQ,BHAGYANGR,NSE
3911,CAPLIPOINT-BL,CAPLIPOINT,NSE
7281,UDAICEMENT-BL,UDAICEMENT,NSE
9592,VENUSPIPES-EQ,VENUSPIPES,NSE
3735,ANMOL-BL,ANMOL,NSE
2060,HOMEFIRST-BL,HOMEFIRST,NSE
13710,FIEMIND-EQ,FIEMIND,NSE
17906,ABBOTINDIA-BL,ABBOTINDIA,NSE
10927,364D070923-TB,364D070923,NSE
12403,FMGOETZE-BL,FMGOETZE,NSE
15164,HITECHCORP-BL,HITECHCORP,NSE
12641,NTPC-BL,NTPC,NSE
6545,NYKAA-EQ,NYKAA,NSE
7316,70NL31A-SG,70NL31A,NSE
9885,CHEVIOT-BL,CHEVIOT,NSE
4747,INDNIPPON-EQ,INDNIPPON,NSE
423,594CG25-SG,594CG25,NSE
3382,692HR36-SG,692HR36,NSE
13629,182D060723-TB,182D060723,NSE
30125,IBULHSGFIN-EQ,IBULHSGFIN,NSE
21386,PALASHSECU-BL,PALASHSECU,NSE
3576,696AP36-SG,696AP36,NSE
2407,718HR41-SG,718HR41,NSE
18636,IBULHSGFIN-NE,IBULHSGFIN,NSE
25085,TREEHOUSE-BL,TREEHOUSE,NSE
6099,697UP31A-SG,697UP31A,NSE
31415,NBCC-EQ,NBCC,NSE
14159,77HR31-SG,77HR31,NSE
12795,SUPERSPIN-BL,SUPERSPIN,NSE
21585,LEXUS-SM,LEXUS,NSE
21614,ABCAPITAL-EQ,ABCAPITAL,NSE
5415,692HR30-SG,692HR30,NSE
10854,762BR32-SG,762BR32,NSE
12752,SHREECEM-BL,SHREECEM,NSE
11535,EMIL-BL,EMIL,NSE
2664,PIDILITIND-EQ,PIDILITIND,NSE
11617,DHARSUGAR-BZ,DHARSUGAR,NSE
729,SGBDEC25XI-GB,SGBDEC25XI,NSE
21995,80NL30-SG,80NL30,NSE
18741,GRETEX-SM,GRETEX,NSE
3010,AXISTECETF-EQ,AXISTECETF,NSE
13770,755TS30-SG,755TS30,NSE
22103,641TN30-SG,641TN30,NSE
6351,702AP36-SG,702AP36,NSE
13908,762TN43-SG,762TN43,NSE
17995,PGIMCSR1D-MF,PGIMCSR1D,NSE
11909,SWELECTES-EQ,SWELECTES,NSE
21116,BFINVEST-BL,BFINVEST,NSE
21623,APEX-EQ,APEX,NSE
13337,GALLANTT-EQ,GALLANTT,NSE
29284,VMART-EQ,VMART,NSE
2242,705NL31-SG,705NL31,NSE
25395,PANAMAPET-BL,PANAMAPET,NSE
8538,H1162D46DD-MF,H1162D46DD,NSE
12715,REVATHI-BL,REVATHI,NSE
11768,784TS40-SG,784TS40,NSE
12895,WIPRO-BL,WIPRO,NSE
11286,771MN32-SG,771MN32,NSE
2374,67AS27-SG,67AS27,NSE
6803,STEELCAS-EQ,STEELCAS,NSE
6087,DESTINY-SM,DESTINY,NSE
7538,714TS33-SG,714TS33,NSE
29111,RECLTD-N2,RECLTD,NSE
14501,BALAMINES-EQ,BALAMINES,NSE
3880,SOMANYCERA-EQ,SOMANYCERA,NSE
12271,BLUESTARCO-BL,BLUESTARCO,NSE
27107,SPECIALITY-EQ,SPECIALITY,NSE
13387,766TS34-SG,766TS34,NSE
2947,RECLTD-NF,RECLTD,NSE
8132,BLBLIMITED-EQ,BLBLIMITED,NSE
2518,BCLIND-BL,BCLIND,NSE
12644,OSIAHYPER-BL,OSIAHYPER,NSE
12630,NIITLTD-BL,NIITLTD,NSE
11590,77MH30-SG,77MH30,NSE
2203,BIRET-RR,BIRET,NSE
13276,LANDMARK-EQ,LANDMARK,NSE
12884,VOLTAS-BL,VOLTAS,NSE
8773,H1876D46DG-MF,H1876D46DG,NSE
12874,VESUVIUS-BL,VESUVIUS,NSE
17272,SETFGOLD-EQ,SETFGOLD,NSE
5086,697TN31-SG,697TN31,NSE
11763,JPPOWER-EQ,JPPOWER,NSE
28899,KITEX-EQ,KITEX,NSE
